arxiu	hash	classet	classe	classer	text_orig	text
bcn_cat_tweet_20211021_203425.csv	0aabb591bd4101dfed71b842f8385f5d5fe541f5792aeedb12c5e97c3a13ef7d	2 Politica	2	1	@bcn_ajuntament Què ha fet #FrauColau amb les 900 vivendes comprades a preu d mercat! I amb la NOSTRA 💰?! Ex: https://t.co/nLW51y9EIb	què ha fet fraucolau amb les 900 vivendes comprades a preu d mercat i amb la nostra   ex httpstconlw51y9eib
bcn_cat_tweet_20211021_203425.csv	7b88e119a4a208910cde101b09234c392a3b0a6f384ee80841fcfe733f15e673	9 Mobilitat	9	2	@bcn_ajuntament Reduir les presses i el mal humor no s'arregla amb carrils bici-patinet, pintades, formigó i plantetes.Potser reduin el barraquisme, millorant el servei al ciutadà, ajudes als més febles, més oportunitats a qui se les mereix i menys amiguisme serien part de la sol·lució	reduir les presses i el mal humor no sarregla amb carrils bicipatinet pintades formigó i plantetespotser reduin el barraquisme millorant el servei al ciutadà ajudes als més febles més oportunitats a qui se les mereix i menys amiguisme serien part de la sol·lució
bcn_cat_tweet_20211021_203425.csv	8bcf238d5b8408631bbf3e8c1d7b46c7d283b92caaa79cb07ee620d3495dda4b	4 Hisenda	4	1	@bcn_ajuntament #ColauDimissió AUDITORIA a l'ajuntament Ja! Prop 1.000M d dèficit!!!🔥🔥🔥	colaudimissió auditoria a lajuntament ja prop 1000m d dèficit
bcn_cat_tweet_20211021_203425.csv	9ada4db65f481e027866de66b2a023cee036c81c2fb14a392d70f9eb22e9fb78	0 No utilitzable	0	0	@bcn_ajuntament pobre  shangai ....😟	pobre  shangai
bcn_cat_tweet_20211021_203425.csv	8c2502e65b7297fe1292645f6dedc31327c043c37afa9c5a5bc95e55764a036c	9 Mobilitat	9	2	@bcn_ajuntament Heu creat una xarxa de carrils bici q sembla el joc del calamar. Una trampa mortal.	heu creat una xarxa de carrils bici q sembla el joc del calamar una trampa mortal
bcn_cat_tweet_20211021_203425.csv	47ee8228e8099c07f9e91abc85917298f7c2c8d47c082e1074f800914b1b0ae2	6 Cultura	6	2	@bcn_ajuntament @cultura_cat Per a quan un Museu del Llibre i les Arts Gràfiques a Barcelona ?, com per exemple:  https://t.co/YKiV8mvwRvA què espera la dita “Ciutat de la Literatura”? https://t.co/EGHdcMQPUB	per a quan un museu del llibre i les arts gràfiques a barcelona  com per exemple  httpstcoykiv8mvwrva què espera la dita “ciutat de la literatura” httpstcoeghdcmqpub
bcn_cat_tweet_20211021_203425.csv	8bf64b079a8f7f59e2212820421ceaae1e3ec526e7954cdc381d7ce4c74c7f06	6 Cultura	6	2	@bcn_ajuntament @cultura_cat . És MOLT VERGONYÓS, MOLT, que Barcelona , Ciutat de la Literatura?, no tingui un Museu, com cal, sobre el Llibre i les Arts Gràfiques. En teníem un, però vés a saber on para. https://t.co/C49yw74MI8	és molt vergonyós molt que barcelona  ciutat de la literatura no tingui un museu com cal sobre el llibre i les arts gràfiques en teníem un però vés a saber on para httpstcoc49yw74mi8
bcn_cat_tweet_20211021_203425.csv	f543ae4b88aa12fbaa2f1082f5c5e8f48f776140f93d550cf19146143c1d59ef	2 Politica	2	1	@bcn_ajuntament A veure si foteu quelcom d'una vegada!https://t.co/APRLYyZmCV	a veure si foteu quelcom duna vegadahttpstcoaprlyyzmcv
bcn_cat_tweet_20211021_203425.csv	7716b18a76896fa5ccda03c3771922cd21dad37690ab20d87e14403383f4977f	3 Serveis Municipals	3	2	@bcn_ajuntament escombraries del porta a porta SENSE recollir: dia 1.Però sense cap etiqueta, és a dir, que el camió ni tan sols s’ha dignat a agafar-les. Una altra setmana d’acumulació a la MEVA cuina. No és culpa meva per tant no sóc jo qui ha d’anar al lloc “d’emergencies”.	escombraries del porta a porta sense recollir dia 1però sense cap etiqueta és a dir que el camió ni tan sols s’ha dignat a agafarles una altra setmana d’acumulació a la meva cuina no és culpa meva per tant no sóc jo qui ha d’anar al lloc “d’emergencies”
bcn_cat_tweet_20211021_203425.csv	b9ca2cb15d2f80a8cdc5a7d9688cf07317374b2c7bc5454c7e8b05ca16272be4	5 Urbanisme	5	2	@bcn_ajuntament hola! el pipican de Pl. Olivereta (08028) s’ha destrossat. suggereixo que el substituiu per un tradicional de fusta 👌🏼 https://t.co/MGq83Agg81	hola el pipican de pl olivereta 08028 s’ha destrossat suggereixo que el substituiu per un tradicional de fusta   httpstcomgq83agg81
bcn_cat_tweet_20211021_203425.csv	66514005d5039534984960739582403aa105866fe089d596be87201d8d331810	9 Mobilitat	9	2	RT @Nunualoy: @bcn_ajuntament Està clar que en aquest carrer es cumpleix el tema de no correr i afegim el de visca la polucio i el soroll d…	rt   està clar que en aquest carrer es cumpleix el tema de no correr i afegim el de visca la polucio i el soroll d…
bcn_cat_tweet_20211021_203425.csv	78be66c24660355c56e5c23e577d45472318b89f1b69d61c5bcd95deb6f26b66	9 Mobilitat	9	2	RT @mengues68: @bcn_ajuntament Es sortir al carrer i estressar-me. Esquivant, les bicis i els patinets circulant per arreu a velocitats no…	rt   es sortir al carrer i estressarme esquivant les bicis i els patinets circulant per arreu a velocitats no…
bcn_cat_tweet_20211021_203425.csv	8347ee9e6f106bbcb81fe62eec50f88b958e47f64d0961efcf819d058e892daf	9 Mobilitat	9	2	RT @JordiValls9: @bcn_ajuntament @AdaColau, pregunto com ho ha de fer la gent que ha de treballar a Bcn i viu a fora de la província, si té…	rt    pregunto com ho ha de fer la gent que ha de treballar a bcn i viu a fora de la província si té…
bcn_cat_tweet_20211021_203425.csv	b98c19933e98464feba692b89161032889307a50e8d2f368d8573371cefe1159	3 Serveis Municipals	3	2	@bcn_ajuntament us heu de posar les piles amb el tema dels excrements dels gossos. O creeu zones on puguin fer les seves necessitats i ho manteniu diàriament, amb unes patrulles cíviques per multar a qui no compleixi.O al final caldrà reduir el nombre de gossos a la ciutat.	us heu de posar les piles amb el tema dels excrements dels gossos o creeu zones on puguin fer les seves necessitats i ho manteniu diàriament amb unes patrulles cíviques per multar a qui no compleixio al final caldrà reduir el nombre de gossos a la ciutat
bcn_cat_tweet_20211021_203425.csv	79cecf5fd5895bfc78920c355609fca77f0dbe47af6bceec29ca36818b7a25fe	0 No utilitzable	0	0	@bcn_ajuntament Imbècils	imbècils
bcn_cat_tweet_20211021_203425.csv	46b044620803a421e378ec1ecc0420a90b4ea7ac948ec41220fb05a4046f77ee	3 Serveis Municipals	3	2	@bcn_ajuntament Hi ha que passeja amb gos #PersonesAmbGos #PersonesAmbGossa però no ho podem fer en molts parc i jardins de la ciutat perquè ho tenim prohibit, això si, podem tirar ampolles, llaunes, papers i diferents merdetes. Sou unes merdes!	hi ha que passeja amb gos personesambgos personesambgossa però no ho podem fer en molts parc i jardins de la ciutat perquè ho tenim prohibit això si podem tirar ampolles llaunes papers i diferents merdetes sou unes merdes
bcn_cat_tweet_20211021_203425.csv	b278333bf5f6605694dd6514a153623345b47c625cbf5a039656d395b860ee86	9 Mobilitat	9	2	@bcn_ajuntament ens ha clavat dues multes per incomplir la OCQA de ZBE perquè considera que anar a l'hospital de part (més de 12 hores de paritori amb complicacions finals) i tres dies d'UCI per la mare i la nena és una urgència de curta durada.Em confirmeu aquesta resposta? https://t.co/9f1OZpo0pN	ens ha clavat dues multes per incomplir la ocqa de zbe perquè considera que anar a lhospital de part més de 12 hores de paritori amb complicacions finals i tres dies duci per la mare i la nena és una urgència de curta duradaem confirmeu aquesta resposta httpstco9f1ozpo0pn
bcn_cat_tweet_20211021_203425.csv	836044c7a9bac4f17981a5cc2e54393eb252eb3fb1a491e3cd5402a205fb028a	1 Altres	1	0	@bcn_ajuntament Que bonic seria poder fer-ho tranquilament. #jornadacontinua i tots junts.	que bonic seria poder ferho tranquilament jornadacontinua i tots junts
bcn_cat_tweet_20211021_203425.csv	394c6a806eefd5a2265e7da456288c99cd437765c54f1b657afd89150cfd06e6	2 Politica	2	1	@bcn_ajuntament @IATUR Què també ens voleu marcar els horaris??? A cagar a la via home ja!!!! Saludable és que desokupeu l'ajuntament	què també ens voleu marcar els horaris a cagar a la via home ja saludable és que desokupeu lajuntament
bcn_cat_tweet_20211021_203425.csv	b64cb79e6cf59817cbbba020eb7665d43ae8e0740253d3fdb5294f60084dc6b6	0 No utilitzable	0	0	@bcn_ajuntament Els pensaments de qualsevol animal mamífer segur que són més raonats que els vostres!	els pensaments de qualsevol animal mamífer segur que són més raonats que els vostres
bcn_cat_tweet_20211021_203425.csv	b58102481271341700dc05be2f9c3a383e387b072ece68842c0aa948ea5f9214	3 Serveis Municipals	3	2	@bcn_ajuntamentGirona ja multa als incívics que deixen les escombraries al mig del carrer, multes fins 600 euros, a Barcelona ningú fa res i els incívics embruten tot.He passat x Gran Vía C. Catalanes i ple de bosses x el terra. Vergonya.Prenguin nota.	ja multa als incívics que deixen les escombraries al mig del carrer multes fins 600 euros a barcelona ningú fa res i els incívics embruten tothe passat x gran vía c catalanes i ple de bosses x el terra vergonyaprenguin nota
bcn_cat_tweet_20211021_203425.csv	c6c40e711db4ee2abbf645ef3650c350fcd97e8c7b5b5a16407d76bab643e116	9 Mobilitat	9	2	@bcn_ajuntament Fins quan motos en vorera? Podrien buscar lloc per aparcar com la resta de vehicles! https://t.co/xaXmtJGTId	fins quan motos en vorera podrien buscar lloc per aparcar com la resta de vehicles httpstcoxaxmtjgtid
bcn_cat_tweet_20211021_203425.csv	7481d8f74211f03a8ef17a417b09c864ae9a9fa823f81e82991c423bb43d9689	3 Serveis Municipals	3	2	@bcn_ajuntament Creieu que protegir la vegetació del parc infantil "Jardins de Montserrat Figueras" d'aquesta forma es segur pels infants? El dia que un nen caigui i per mala sort és clavi la varilla us recordareu de fer alguna cosa? O ho podem començar a evitar ja? https://t.co/kvPmrpw3N9	creieu que protegir la vegetació del parc infantil jardins de montserrat figueras daquesta forma es segur pels infants el dia que un nen caigui i per mala sort és clavi la varilla us recordareu de fer alguna cosa o ho podem començar a evitar ja httpstcokvpmrpw3n9
bcn_cat_tweet_20211021_203425.csv	fe04e96a566072f874df521edca7515eed1c1d005d57d1bb15d1a34a64437853	5 Urbanisme	5	2	@bcn_ajuntament Heu tallat un mun d’arbres sans x fer un carril bici. I us dieu ecologistes? SOU UNS DESGRACIATS FDP!!! I	heu tallat un mun d’arbres sans x fer un carril bici i us dieu ecologistes sou uns desgraciats fdp i
bcn_cat_tweet_20211021_203425.csv	4b51286f6fc7ebde6f6d7af00640a837adbdbbff659a2d82c0411404f8c7d9c8	0 No utilitzable	0	0	@bcn_ajuntament No reflexa la realizar… els nens encara amb morrió…! 😞😞😞	no reflexa la realizar… els nens encara amb morrió…
bcn_cat_tweet_20211021_203425.csv	84b05a4e3c42ba2e563e9d60eb65bb067557080c42881ca39fbcef5668b92fbd	9 Mobilitat	9	2	@bcn_ajuntament Comencem pels ciclistes i els patinets, que no se saltin absolutament el 100% dels semàfors en vermell de tota la ciutat 🥰✨	comencem pels ciclistes i els patinets que no se saltin absolutament el 100 dels semàfors en vermell de tota la ciutat
bcn_cat_tweet_20211021_203425.csv	c20e4460d373a2e47b02fb1316c96224cb3cd5b1d756a2e49798158ab599b897	9 Mobilitat	9	2	@bcn_ajuntament La circulació a Barcelona ha evolucionat com la de la sang d’algú que acumula colesterol.Menys fluxe, més problemes.Voreres, carrils de tota mena, llambordes, bigues de formigó, etc.Tot sense cap mena d’ordre.Aspirines a la sala?	la circulació a barcelona ha evolucionat com la de la sang d’algú que acumula colesterolmenys fluxe més problemesvoreres carrils de tota mena llambordes bigues de formigó etctot sense cap mena d’ordreaspirines a la sala
bcn_cat_tweet_20211021_203425.csv	450997ccb197f9d2a38833a6456183fb1db5ee11fc4bc3b4a0978ed3d078561d	0 No utilitzable	0	0	@bcn_ajuntament Encara no heu tingut temps de treure-les? https://t.co/SpmGrvMpFT	encara no heu tingut temps de treureles httpstcospmgrvmpft
bcn_cat_tweet_20211021_203425.csv	39fe28d479710a83c393f61a607119d6fc43fbb60f9c9709bd5016e2dbb690a6	2 Politica	2	1	RT @bcnsaram: @bcn_ajuntament sols actueu amb les denúncies a xarxes... vergonya... mira que fa anys que ens queixem a Ciutat Vella de la b…	rt   sols actueu amb les denúncies a xarxes vergonya mira que fa anys que ens queixem a ciutat vella de la b…
bcn_cat_tweet_20211021_203425.csv	7b7f864965f2074b201fccbc67f2c3791b6c60aafb4d29e4b1a633e8b6d69c9f	11 Seguretat Ciutadana	11	3	RT @mimi_RavalDigne: @bcn_ajuntament Multareu els responsables de la brutícia al carrer?	rt   multareu els responsables de la brutícia al carrer
bcn_cat_tweet_20211021_203425.csv	1dfe2d3fc7bedd4e36c76fd831bb376643b2b907db9602e851e13d71da25c532	3 Serveis Municipals	3	2	@bcn_ajuntament I a les zones de contenidors amb  brutícia crònificada, carrer de la Princesa i Peu de la creu ho són, què? No són zones prioritàris? https://t.co/3QZywNOoBi	i a les zones de contenidors amb  brutícia crònificada carrer de la princesa i peu de la creu ho són què no són zones prioritàris httpstco3qzywnoobi
bcn_cat_tweet_20211021_203425.csv	981aadd83b99e08a41cf0a05cd75e2afa66ed7444d5ea71674b74f1cc5031218	0 No utilitzable	0	0	@bcn_ajuntament Gràcies	gràcies
bcn_cat_tweet_20211021_203425.csv	4d08bcfef5d455395b93a908a8a8a05f3a1e7e84213efe11a8a11c8a0411d247	5 Urbanisme	5	2	@bcn_ajuntament 1h30' de Cerdanyola a Zona Franca. Ni un mestre yogi seria capaç de relaxar-se	1h30 de cerdanyola a zona franca ni un mestre yogi seria capaç de relaxarse
bcn_cat_tweet_20211021_203425.csv	15eb9e05fba8034c3894e2e50aa86d013337ff8de76e8f6c8ed48efafa60a407	6 Cultura	6	2	@bcn_ajuntament @cultura_cat Per a quan un Museu del Llibre i les Arts Gràfiques a Barcelona ?, com per exemple:  https://t.co/8IxXahJ341A què espera la dita “Ciutat de la Literatura”? https://t.co/AzOUVlyih5	per a quan un museu del llibre i les arts gràfiques a barcelona  com per exemple  httpstco8ixxahj341a què espera la dita “ciutat de la literatura” httpstcoazouvlyih5
bcn_cat_tweet_20211021_203425.csv	36c0fada003218841d57d8bd515d20bfa621eb51c7105c6086be91be8df6e629	6 Cultura	6	2	@bcn_ajuntament @cultura_cat . És MOLT VERGONYÓS, MOLT, que Barcelona , Ciutat de la Literatura?, no tingui un Museu, com cal, sobre el Llibre i les Arts Gràfiques. En teníem un, però vés a saber on para. https://t.co/COa2JMnHFc	és molt vergonyós molt que barcelona  ciutat de la literatura no tingui un museu com cal sobre el llibre i les arts gràfiques en teníem un però vés a saber on para httpstcocoa2jmnhfc
bcn_cat_tweet_20211021_203425.csv	985947bd2cca7e7e3771762facc695bc51f728cb6d270936439050e6dc46f46a	9 Mobilitat	9	2	@bcn_ajuntament aquet cotxe está@tot el día, i en fa molts, tancat amb les tanques posades, la reste de mortals em de pagar la zona blava, ell es diferent i no paga ni cinc. Cerdenya amb Providència https://t.co/7jG3GshfqU	aquet cotxe está el día i en fa molts tancat amb les tanques posades la reste de mortals em de pagar la zona blava ell es diferent i no paga ni cinc cerdenya amb providència httpstco7jg3gshfqu
bcn_cat_tweet_20211021_203425.csv	082bcddc0cb83f34a261adf5e4ebcb56f1a352bd52861928fdd2e7a288e990c3	5 Urbanisme	5	2	@bcn_ajuntament ecologiste, posant L’ecologisme al centre de la ciutat i bla bla bla @bcnencomu @janetsanz @AdaColau sou pitjor que Atila https://t.co/GX6wCRkdjc	ecologiste posant l’ecologisme al centre de la ciutat i bla bla bla    sou pitjor que atila httpstcogx6wcrkdjc
bcn_cat_tweet_20211021_203425.csv	7d8f7bc7ca736370fa406459f9cb5e7f58ca90c180cebaddfa4c32328f894313	3 Serveis Municipals	3	2	@bcn_ajuntament,eEscaleras montjuic, una semana sin funcionar https://t.co/OKqT12PhrW	montjuic una semana sin funcionar httpstcookqt12phrw
bcn_cat_tweet_20211021_203425.csv	55cc049cf375ff9acc7c773e35b49fc5ebbf6be1ae6a09ddb8aaa910bfec7064	2 Politica	2	1	@BCN_ajuntament  forma part de xarxa mundial de ciutats en lluita contra el canvi climàtic: el C40Quins reptes assumeix?⚡️Normalitzar les instal·lacions de generació👩‍👩‍👦‍👦Desenvolupament de comunitats energètiques📌Aprofitar la ciutat i l'entorn per a la generació d'energia	forma part de xarxa mundial de ciutats en lluita contra el canvi climàtic el c40quins reptes assumeix normalitzar les instal·lacions de generació desenvolupament de comunitats energètiques aprofitar la ciutat i lentorn per a la generació denergia
bcn_cat_tweet_20211021_203425.csv	b43d8380c71942ae4e4fcb60d90cfa801739e0bc9ac229d67254e39b12f64dcf	11 Seguretat Ciutadana	11	3	@bcn_ajuntament Si tot aixo está molt be xro tambe es podria fer una mica de pedagogía amb allo de "cal mirar avans de creuar un carrer"que de vegades la gent fa allo de paso i que es pari! I llavors venen las patacades, es un dir, eh!	si tot aixo está molt be xro tambe es podria fer una mica de pedagogía amb allo de cal mirar avans de creuar un carrerque de vegades la gent fa allo de paso i que es pari i llavors venen las patacades es un dir eh
bcn_cat_tweet_20211021_203425.csv	e0e967c792d509da68537bf63b112dad4585c07726e2a4dfb2d645a7d0cbf26a	5 Urbanisme	5	2	@bcn_ajuntament @DenunIncivisme algú pot explicar per què és modifiquen les entrades a la plaça Tetuan sense necessiat?És treuen les reixes que protegien l'entrada a la Plaça. Si hi havia problemes amb les bicicletes i altres vehicles quan estaven separats els camins ara ni vull	algú pot explicar per què és modifiquen les entrades a la plaça tetuan sense necessiatés treuen les reixes que protegien lentrada a la plaça si hi havia problemes amb les bicicletes i altres vehicles quan estaven separats els camins ara ni vull
bcn_cat_tweet_20211021_203425.csv	48a2685e4956c03667dbebb1a1d272fd7c8ada0185edb6b4b6074a8fc087b7dc	5 Urbanisme	5	2	RT @gofarra: @bcn_ajuntament I els habitatges de Bon Pastor que estaran sense ocupar, després d'un any d'haver-se acabat les obres?. Pq?. @…	rt   i els habitatges de bon pastor que estaran sense ocupar després dun any dhaverse acabat les obres pq
bcn_cat_tweet_20211021_203425.csv	c3b0d8571ec284ecfece88e1a249823263aff492c1e7059dc1e892e9912bb3ba	5 Urbanisme	5	2	@bcn_ajuntament Villaroel amb Gran Via:ABANS: Aparcaments a la calçada.ARA: blocs de formigó a la calçada (no hi ha cap terrasa allà, espai totalment vuit. Ara les motos aparquen a la vorera, pq heu tret els aparcaments. @bcn_ajuntament algun motiu per tenir aquests blocs si no es fan servir? https://t.co/no0mWtSiTQ	villaroel amb gran viaabans aparcaments a la calçadaara blocs de formigó a la calçada no hi ha cap terrasa allà espai totalment vuit ara les motos aparquen a la vorera pq heu tret els aparcaments  algun motiu per tenir aquests blocs si no es fan servir httpstcono0mwtsitq
girona_tweet_20211021_204406.csv	96219684e61cf721661ff70edc9ea068a3c3a606e6d90303a67606c4961e5677	10 Comerç i Indústria	10	2	@girona_cat @quimayats @mangelsgi @alcaldessa_gi @cultura_gi @FavGirona No hi ha res de les #FiresPopulars. Donareu el permís?	no hi ha res de les firespopulars donareu el permís
girona_tweet_20211021_204406.csv	202d87c75775192189d2390ca0e12bd255b8e16af7accb3cca7791267d9db256	6 Cultura	6	2	@girona_cat @quimayats @mangelsgi @alcaldessa_gi @cultura_gi @FavGirona Tots els concerts de la copa comencen a les 22:30? A la web posa que els pony són a les 20h?	tots els concerts de la copa comencen a les 2230 a la web posa que els pony són a les 20h
girona_tweet_20211021_204406.csv	2917bbb9c8d43e2f213aad62c0f49b65ac4a46a50e387869f0e1e857c0b124b8	2 Politica	2	1	@girona_cat @quimayats @mangelsgi @alcaldessa_gi @cultura_gi @FavGirona També ens hi enxufareu el logo del PdCat com al 2020? https://t.co/ujq9DKiF89	també ens hi enxufareu el logo del pdcat com al 2020 httpstcoujq9dkif89
girona_tweet_20211021_204406.csv	83465f701dc561e2cce3b95b37a66396b3a20f06cddf36165e335f8b26dfa95d	9 Mobilitat	9	2	@girona_cat @quimayats @mangelsgi @alcaldessa_gi @cultura_gi @FavGirona El més important… on aparcarem?	el més important… on aparcarem
girona_tweet_20211021_204406.csv	c76bdcd500e2ede1e59747e6bb9ecf763ef0b4c10f3b6151be8fb98009658222	3 Serveis Municipals	3	2	@girona_cat @alcaldessa_gi Al carrer Riera Palagret hi ha un dels molts exemples del bon funcionament del servei de neteja de l'Ajuntament... 3 dies sense que ho hagin netejat... Per enviar cartes amb amaneces de sanció si que hi ha diners... https://t.co/meSYm2nEOw	al carrer riera palagret hi ha un dels molts exemples del bon funcionament del servei de neteja de lajuntament 3 dies sense que ho hagin netejat per enviar cartes amb amaneces de sanció si que hi ha diners httpstcomesym2neow
girona_tweet_20211021_204406.csv	4a5cac72b23fc48dd1dfa2e5f3411b370643b40da025f1e7c39d2026f6dd8e78	9 Mobilitat	9	2	RT @SrTrotskista: @girona_cat Felicitats per la decisió de deixar a la gent sense l'aparcament de la Copa durant totes les Fires. Decisió a…	rt   felicitats per la decisió de deixar a la gent sense laparcament de la copa durant totes les fires decisió a…
girona_tweet_20211021_204406.csv	a69b947a29745c3e7d9fac43ba99f2bdecd36cbff1625b91bad2a5c4cfe7ce07	6 Cultura	6	2	@girona_cat @quimayats @mangelsgi @alcaldessa_gi @FavGirona Quin disseny de gots hi ha aquest any?	quin disseny de gots hi ha aquest any
girona_tweet_20211021_204406.csv	bae844fb4336bb1f0da42d9a4b383e4080f277f028f700c9773e4f4953e296e2	6 Cultura	6	2	@girona_cat @alcaldessa_gi @geieg1919 @FavGirona On podem trobar la programació de les #firesGirona 2021?	on podem trobar la programació de les firesgirona 2021
girona_tweet_20211021_204406.csv	21cc3877feb9fe4c8f3ce1685ca80a10e69b2aa05dd4d543621f17439bfb69a5	3 Serveis Municipals	3	2	RT @Urbano33: @girona_cat algú no ha pensat en apagar la llum al camp de fútbol annex de germans sàbat. Fa mes de 12 hores. Mal moment per…	rt   algú no ha pensat en apagar la llum al camp de fútbol annex de germans sàbat fa mes de 12 hores mal moment per…
girona_tweet_20211021_204406.csv	57338ef7f3c5188597d06ab6abe14a9be96f8c5bd1b8d739c6a8532d46421c27	3 Serveis Municipals	3	2	@girona_cat algú no ha pensat en apagar la llum al camp de fútbol annex de germans sàbat. Fa mes de 12 hores. Mal moment per aquest tipus d’errors cuan el preu de la llum es de màxims històrics i amb barris amb problemes de suministre de llum. @Zambudio5 @dignidadfont https://t.co/BEfgFEaHVO	algú no ha pensat en apagar la llum al camp de fútbol annex de germans sàbat fa mes de 12 hores mal moment per aquest tipus d’errors cuan el preu de la llum es de màxims històrics i amb barris amb problemes de suministre de llum   httpstcobefgfeahvo
girona_tweet_20211021_204406.csv	903ce5d3ea8d4fb01b1fb6be5ab72f72ba46e008883aa7cfc475b7f1619fb527	1 Altres	1	0	@girona_cat  us han dit mai que és IMPOSSIBLE llegir la part de darrera les multes on explica el mètode de pagament? Sembla una broma el microtamany de la lletra	us han dit mai que és impossible llegir la part de darrera les multes on explica el mètode de pagament sembla una broma el microtamany de la lletra
girona_tweet_20211021_204406.csv	b32efb6d59c1dc15a74769f6148381d9177288bb9922352fb8c7e69bca77dd01	9 Mobilitat	9	2	@girona_cat penseu fer alguna cosa amb els "falsos" carrers bicis de #Girona? A passeig d'Olot passarà una desgràcia i vosaltres sereu els culpables. Hi han molts veïns farts.  @PSCGirona @GironaComu @Cs_Girona @MartaMadrenas	penseu fer alguna cosa amb els falsos carrers bicis de girona a passeig dolot passarà una desgràcia i vosaltres sereu els culpables hi han molts veïns farts
girona_tweet_20211021_204406.csv	5e47eae193ec3c05166dd8afb4df876118040868c30ebaa84335d1135bd4372d	10 Comerç i Indústria	10	2	@girona_cat @alcaldessa_gi @FavGirona Per tant, es recupera l'aforament als interiors i es pot revocar les ampliacions provicionals de terrasses. L'espai públic per a tothom.	per tant es recupera laforament als interiors i es pot revocar les ampliacions provicionals de terrasses lespai públic per a tothom
girona_tweet_20211021_204406.csv	62b26557c02a148d213d6357b59e2c2cb4594103d603d30bf2b38c9a3266378a	9 Mobilitat	9	2	@girona_cat Felicitats per la decisió de deixar a la gent sense l'aparcament de la Copa durant totes les Fires. Decisió amb la línia de sempre: pensar amb tot menys amb els gironins.  @GuanyemGirona	felicitats per la decisió de deixar a la gent sense laparcament de la copa durant totes les fires decisió amb la línia de sempre pensar amb tot menys amb els gironins
girona_tweet_20211021_204406.csv	e16b58c231a3d8c02488d25c06ddb417b30d2b485aef6b6f53a87d7ea8ea9227	1 Altres	1	0	@girona_cat @alcaldessa_gi @FavGirona Això vol dir que obrireu les dutxes dels vestidors? Els nens/es quan es podran dutxar?	això vol dir que obrireu les dutxes dels vestidors els nenses quan es podran dutxar
girona_tweet_20211021_204406.csv	13383e80aea70eaacd91a16897655f8a2cdf7dea77a495d9fcf572dbcb8bb476	9 Mobilitat	9	2	@girona_cat un ciclista s'ha saltat un ceda en entrar a una rotonda, hem estat a punt de tenir un accident amb la nostra filla de 3 anys dins del cotxe. Quan li hem recriminat, encara ens ha dit que som nosaltres que hem frenar. Sisplau, poseu fre a la impunitat dels ciclistes!	un ciclista sha saltat un ceda en entrar a una rotonda hem estat a punt de tenir un accident amb la nostra filla de 3 anys dins del cotxe quan li hem recriminat encara ens ha dit que som nosaltres que hem frenar sisplau poseu fre a la impunitat dels ciclistes
girona_tweet_20211021_204406.csv	5814e21f38ab92dfa834bae1e521736a71e38d5fe454a9ce23d4583adc2d1b9e	3 Serveis Municipals	3	2	RT @lsala66pro: @girona_cat Des d'ahir al matí a la zona de carrer Francesc Artau se sent molta olor de fum de llenya, molt intensa. No vei…	rt   des dahir al matí a la zona de carrer francesc artau se sent molta olor de fum de llenya molt intensa no vei…
girona_tweet_20211021_204406.csv	5c6d2c1e7f35d267fec470d42e7ae07c2413f754d94345010dda69de03480b23	3 Serveis Municipals	3	2	@girona_cat Des d'ahir al matí a la zona de carrer Francesc Artau se sent molta olor de fum de llenya, molt intensa. No veiem fum enlloc però és preocupant perquè és evident que algú crema alguna cosa sense extracció adequada de fums. No es poden ventilar habitacions perquè...	des dahir al matí a la zona de carrer francesc artau se sent molta olor de fum de llenya molt intensa no veiem fum enlloc però és preocupant perquè és evident que algú crema alguna cosa sense extracció adequada de fums no es poden ventilar habitacions perquè
girona_tweet_20211021_204406.csv	5e8d2a4bc595428b63644119016492b9addb44c0feb83157003297fffb20e04b	6 Cultura	6	2	@girona_cat la broma de no dir quins seran els concerts d’aquestes barraques durarà molt més?	la broma de no dir quins seran els concerts d’aquestes barraques durarà molt més
girona_tweet_20211021_204406.csv	fc5af70bf55eeab9a77869652670bf56e4bdcda63f2b7307b9aec8acce17ebea	6 Cultura	6	2	RT @Bassilissa_: @girona_cat bon dia, quan se sabrà la programació de les Fires de Girona de Sant Narcís de 2021? Gràcies.	rt   bon dia quan se sabrà la programació de les fires de girona de sant narcís de 2021 gràcies
girona_tweet_20211021_204406.csv	7d4431718ce9d747a0a37eadc11b97166675d8d2b1318e8a76872d7ee9189adb	5 Urbanisme	5	2	@girona_cat @quimayats @anabelmoyagal Els 10 pisos del Pla de Palau...a quin carrer i per a qui??	els 10 pisos del pla de palaua quin carrer i per a qui
girona_tweet_20211021_204406.csv	1a0c15bc14cfca3c16151314a334a01058472a67c32fbd704df46dc319747806	9 Mobilitat	9	2	@girona_cat @alcaldessa_gi @martiteres @avsantaeugenia Carrer Ferran Agulló cada dia https://t.co/wDhl3D5Fln	carrer ferran agulló cada dia httpstcowdhl3d5fln
girona_tweet_20211021_204406.csv	d68af07b88a934a6857407c40718ba58a8b3967daab86fbd9a89a29b81625927	5 Urbanisme	5	2	@girona_cat @MartaMadrenas quan tornarem a la normalitat recuperant l'espai públic que és de tots i que han invaït les terrasses de forma excepcional?	quan tornarem a la normalitat recuperant lespai públic que és de tots i que han invaït les terrasses de forma excepcional
